sqft,floors,bedrooms,bathrooms,price
7563,1,4,2.5,400000
21781,2,4,2.5,785000
54014,2,3,2.25,835000
6750,1,2,1.75,640500
9013,2,4,2.5,310000
7215,1.5,4,1,355000
7313,1,3,1.75,685000
8576,1,3,1,202500
5817,2,3,2.5,540000
4871,2,4,2.5,295000
6612,1.5,3,1,518000
4023,1,2,1.75,250000
435600,1.5,2,2,330000
3880,1,2,1,481000
12845,1,3,2.25,898000
9750,1.5,5,1.75,570000
16200,2,4,2.5,475000
5250,2,3,2.5,265000
17342,2,3,2.5,380000
8036,2,4,2.5,790000
6110,2,2,2.25,620000
9000,2,4,3.5,709050
5100,1,3,1,296500
35912,2,3,2.5,475000
10835,1,3,2.25,440000
6016,1,2,1,405000
4000,1,2,1,269500
5280,1,5,1.75,520000
22000,1,1,1,229500
10890,1,4,1.75,335000
50951,2,4,2.75,680000
3900,2,4,3.5,1.39E+06
9900,1,4,2.5,740000
9990,1,3,2.25,270000
5572,1.5,4,2,510000
13700,1,2,1,300000
10800,1,5,2.25,1.30E+06
5188,1.5,4,2,675000
14923,2,6,3.25,925850
43560,1,2,1,255500
17172,2,3,2.5,450000
22652,1,3,1,280000
8800,2,4,2.25,245000
6712,1,3,1,344950
7216,1,3,1.75,381000
6900,2,4,4,1.95E+06
21374,1,3,1.5,1.50E+06
11461,2,3,1.75,232603
10200,1.5,5,2.5,220000
7700,1,4,1.75,600000
5754,2,3,2.5,239000
9211,1,3,1.75,400000
11000,2,6,2.75,2.18E+06
8551,1,3,1,350000
97138,2,3,2.5,562000
8400,1,3,1.5,380000
7875,1,4,1.75,511200
5000,2,4,2.5,680000
941,2,3,3.25,350000
184140,1,5,2.5,410000
12590,1.5,4,2.5,1.05E+06
3900,1,3,2,391265
16684,2,4,2.25,1.41E+06
5750,1,3,2,575000
46173,2,4,1.5,316000
5156,1.5,3,1,165000
3600,1.5,3,2.25,850000
6000,1,3,1,210000
9161,1,4,2.5,325000
53941,2,4,2.5,682000
7508,2,3,2.5,430000
8110,1,3,1.5,325500
6360,1,3,1.75,385000
1800,1,1,1,435000
15520,2,4,1,550000
7800,1,3,1,400000
7350,1,4,2.75,503000
5368,2,4,2.5,676000
11055,1.5,3,1,180000
5280,1.5,3,2,234000
5000,1.5,4,2.5,734200
66211,2,3,3.25,920000
34412,1,4,2.5,1.92E+06
10125,1,3,1.75,224000
19530,1,3,2.75,1.40E+06
7155,1,3,1,185000
5000,1.5,3,1.75,554600
8009,1,3,1.75,268000
8715,1,4,2.25,675000
10039,1,4,2.25,620000
12446,1,3,1.75,396450
9720,1,5,1.75,565000
3520,1,3,1.75,410000
6000,1.5,4,3,1.19E+06
7279,1,3,2.25,716125
111949,1,2,1,225000
7274,2,4,2.75,640000
5650,1,2,1,374000
12161,1,4,2,415000
35150,1,4,2.5,592500
1761,3,3,2.5,365000
12753,1,4,2.5,600000
39413,2,4,2.5,465000
7560,1,3,1,254999
8076,2,4,2.5,279000
40813,2,3,2.5,460000
956,2,4,2.25,507000
9788,1,3,1.75,291000
1077,2,2,1.5,350000
2490,2,3,1,90000
7000,1,3,1.75,329000
11648,2,4,2.5,909000
5400,1,2,1,187000
5100,1,3,1.75,580000
5992,2,3,2.5,345000
7200,2,4,2.5,497000
3060,1.5,3,1,345000
7350,1,3,1.75,313500
7250,2,3,2.5,910000
5244,1,3,1.5,399950
6600,1,4,2,268000
8458,1,4,1.75,559000
8755,1,3,2.25,309000
4400,2,3,2.5,410000
8625,1,3,1,259000
5500,2,5,2,950000
7200,1.5,4,1,320000
30122,1,4,2.5,1.15E+06
10107,1,3,2,394250
3876,1,1,1,315000
12000,1,2,2,480000
35440,2,3,2.5,556000
5647,2,3,2.5,450000
5413,1,3,1.5,420000
5000,1,6,3.75,890000
8814,1,4,2,295000
27345,2,4,2.25,410000
7294,2,3,2.5,308900
26742,1,4,2.5,1.16E+06
6984,1,2,2.5,665000
5500,1,3,1.75,577000
3750,3,3,2.5,959000
6417,1,2,1.75,471000
7169,2,3,2.5,560000
9887,2,5,2.25,955000
13782,2,7,5.5,1.24E+06
18540,1,3,2.5,579000
7889,2,4,2.25,335000
7887,2,3,2.5,485000
9900,1,3,2.5,552000
15293,2,4,3.25,950000
7958,1,3,2,203700
9767,2,4,3.5,412000
8960,1,3,2,237500
5000,2,4,3.5,866800
5100,1,3,1,425000
6833,1,3,2,200000
6034,1,3,1.75,280000
2002,2,3,1.5,140000
10400,1,5,2.5,370000
4000,1,2,0.75,550000
9400,2,2,2.5,1.41E+06
9400,2,2,2.5,1.51E+06
8800,1,4,1.5,510000
10518,1,3,1,351000
10800,1,3,1,210000
36900,1.5,4,1.75,449999
7620,1,3,1,137000
14510,1,3,1,270000
100188,1,3,2.5,540000
12480,1,5,3,565000
3600,2.5,4,1.5,940000
26329,1,2,1,385000
7634,1,3,3,400000
8649,1,3,2,365000
1600,2,2,1,353250
6750,1,2,1.5,455000
234352,2,4,3.5,475000
7455,1,4,1.75,571500
3000,1,2,1,441000
9500,1,6,2.75,810000
11556,2,3,2.25,550000
4000,1,2,1,736000
17550,1,3,1.75,375000
9932,2,3,2.5,717500
11200,1,2,1.75,581000
4560,2,3,2,629000
35000,2,3,4.25,3.80E+06
5200,1,3,2,225000
6368,2,3,2.5,315000
1386,3,3,2.5,425000
11802,1,3,1,346500
26500,1,3,2.25,550000
10450,1,3,1.75,565000
8000,1.5,4,2,1.00E+06
3797,1.5,2,2,400000
5760,2,4,2,724950
16313,1,3,1.75,623000
5400,1,2,1,295000
7875,2,4,3.25,700000
1229,2,2,1.5,482000
11380,2,3,2.5,770000
22100,1,4,2.5,310000
8400,2,4,2.25,720000
5965,1.5,3,1,355000
4506,2,4,2.5,512000
1650,3,2,1.5,303000
9360,1,5,2.5,299000
6263,2,3,2.5,285000
9652,1,3,1.75,680000
6720,1,4,1.75,285000
17023,1,4,2.25,707000
6428,1,3,2,690000
40284,2,4,2.25,872000
12750,1,4,1.75,290000
16785,1,4,1.75,425000
10558,1,3,2.75,925000
12458,1,3,1,340500
6600,1,2,1,365000
8489,1,3,1.75,725000
7410,2,3,3,811000
9514,1,3,1,299000
9147,1,4,2,287500
13875,1,4,2.25,879950
3800,1,2,1,135900
16028,1,4,2.25,1.23E+06
6480,1,4,1.75,522500
6617,1,4,1.5,399500
5960,1.5,3,1,450000
17500,1,4,1,218000
9285,1,3,2,289999
4750,1,2,1,540000
7500,1,3,1,324950
6600,2,3,2,718500
192099,1,3,2,495000
8797,1,6,2,260000
10000,1,4,1.5,430000
4002,2,3,3.25,402500
4408,2.5,4,3,1.42E+06
9766,1,3,2.25,275000
7652,2,3,2.25,250000
9550,1,3,2.75,665000
144183,1,3,2.5,425000
3600,1.5,2,1,760000
3076,2,3,2.5,447000
8240,1,3,1,205000
8850,1,3,1.5,191000
7921,1,2,1.75,350000
7860,2,5,3.5,789888
10170,1,2,1,443000
7202,2,4,3.5,695000
4048,1.5,4,2,560000
5000,1,3,1.75,550000
6750,2,2,2.5,850000
24237,1,4,2.75,352750
9045,2,4,2.5,550000
3861,1.5,5,1,774900
8711,1,3,1,250000
23623,2,4,2.5,962800
11700,1,3,1.75,299500
5220,1,2,1,250000
493534,2,5,4,745000
10600,1.5,2,1,279475
27227,2,3,2.25,450000
13132,1,5,2.25,307700
5102,1,3,1,665000
3930,2,3,2.75,375000
11637,2,4,2.5,420000
4200,1,2,1,148000
4000,2,3,1.5,707000
4250,1,3,1,399000
115434,2,4,2.5,570000
35025,2,4,2.25,853000
14138,1,3,1,400000
28593,1.5,2,1.75,615000
7700,1,3,1,463000
14242,1,4,2.5,600000
8120,1,5,2.5,429000
11780,2,4,4.25,980000
4700,2,6,3.75,359500
7980,2,4,2.5,715000
6984,1,3,1.75,240000
9442,1,4,2,455000
167270,1,3,2.5,610000
5735,2,3,2.75,675000
5375,1,3,1.75,283500
4500,1.5,2,1,235000
12100,1,4,2.5,827000
8511,1,2,1,353000
11902,2,4,2.5,747500
4000,1,2,1,341000
18055,1,3,1,182000
2781,2,3,2,250000
13402,2,4,3.5,655000
8307,1,3,2.25,405000
9750,1,4,1.75,390000
8180,1,2,1,275400
5500,2,3,2.25,791000
7700,1,3,1.75,424500
7200,1,3,1,430000
10631,2,4,2.5,865000
7543,1,2,2,163000
9085,1,4,2.75,920000
3011,2,5,3.25,1.03E+06
8048,1,3,1.75,325000
4698,2,5,2.5,315000
8763,1,4,1,227000
7175,1.5,4,1.75,179000
2676,1,2,1,276000
19745,1.5,4,1.5,335000
12480,1,3,2,430000
4113,2,3,2.5,266490
8197,1,4,2.75,655000
3600,1,3,2,635500
9583,1,5,2.5,235000
11443,2,3,2.5,885000
8400,1,3,1,352500
7573,2,3,2.5,450000
19897,2,5,6,3.64E+06
15022,1,3,2.25,1.05E+06
1332,3,2,2.25,476000
13042,2,3,2.5,375000
6829,2,4,3.5,600600
11213,1,4,1.75,567000
12000,1,4,1.75,650000
10284,1,5,2,190000
422967,1,4,3.5,858000
4512,1,1,1.75,435500
6733,1,3,2,685000
7210,2,3,2,252000
6900,2,4,2.25,512500
7415,2,3,2.5,423800
2225,2,3,2.25,460000
3200,2,3,2.75,434000
15900,1,3,1,244000
8451,1.5,3,1,348125
29252,2,4,3.25,585000
16000,1,3,1,230000
11250,1,3,2,450000
5054,1,5,2,393000
3750,1,2,1,517000
12690,1,3,1,400000
50965,2,2,1.75,890000
11963,1,3,1,205950
3954,1.5,3,1,209000
6000,1,4,1.75,430000
2750,1.5,4,1.75,534000
3672,1.5,4,3,735000
54450,2,3,2.25,873000
7532,1,4,2.25,475000
10230,1,3,1.75,325000
216057,2,3,2.25,500000
8475,1,4,2.75,279000
5469,1,3,2,350000
13653,2,4,2.25,660000
14616,1,2,1.5,324950
7816,1,4,2,500000
7697,1,2,1,187300
5120,2.5,5,3.5,345600
7642,1,3,1.5,400000
5001,2,5,3,935000
15600,1,4,1.75,374000
45302,2,3,1.75,328000
9334,1,3,2,257500
3600,2,4,2.5,1.00E+06
4482,1,2,1.75,216500
40946,2,3,2.25,1.19E+06
7282,2,4,2.5,360000
4000,1,3,0.75,699999
47044,2,3,2.5,535000
19800,1,3,2,464950
18168,2,4,2.5,925000
4080,2,3,3.25,930000
5000,1.5,3,2,727500
9500,1,4,1.75,325000
12100,2,3,3.25,695000
6825,1,4,2.75,585000
9597,1,3,2.25,319000
7650,1.5,6,2.5,265000
6654,1.5,5,1.75,359000
6654,1.5,5,1.75,390000
9531,1,3,1,374500
46173,2,2,1.5,661000
5000,2,3,2.5,900000
8204,1,5,2.5,600000
10862,2,5,4.25,2.00E+06
4240,1.5,4,1.75,512500
33224,1,3,1.75,229500
5663,2,3,2.5,589000
2183,3,3,2.5,539950
21344,2,4,2.5,640000
7344,1,3,1,218250
3600,2,4,3.5,675000
9000,2,5,2,338000
7615,1,3,1,231750
7140,1,1,1,199900
16271,2,4,3.5,1.06E+06
7315,1,4,2.75,263000
7200,1,3,1.5,279950
2940,1.5,3,1.5,395000
8002,1,3,2,252500
37034,2,4,3.75,1.15E+06
10708,1,3,1,205000
8968,1,5,2.5,654000
213008,1,3,1,200000
7982,2,3,2.5,700000
18115,2,4,3.25,2.72E+06
2622,1,2,1.75,306000
5015,2,3,2.5,270000
9916,2,3,2.25,340000
19250,1,4,2.5,450000
6825,1,4,2.75,580000
4400,1,4,1.75,435000
4688,2,4,2.5,690000
11520,2,4,2.5,720000
13020,1,3,2.25,403000
7392,1,3,2.75,440000
8470,1,3,1,178500
8282,1,4,2.5,270000
9900,1,2,1,129888
15210,1,3,1.75,260000
7292,2,5,2.5,339950
26127,2,3,1,250000
103672,1,3,3.5,680000
3745,2,10,3,660000
11491,2,3,3.5,1.23E+06
9152,1,3,2,550000
12906,2,5,2.75,675000
9588,2,3,3.25,981000
8000,1.5,3,1,168000
18687,2,4,3,1.00E+06
9600,1,3,1,320000
17424,1,6,3.25,959000
7680,1,4,1,372000
9625,2,3,2.5,391500
4725,1.5,2,1,390000
5000,1,2,1,302000
1577,2,3,3.5,495000
1545,3,3,2.5,504500
4800,1.5,4,1.75,555000
5000,2,4,3.5,1.55E+06
5750,1,3,1.5,550000
8325,2.5,4,2.5,1.80E+06
5422,1,1,1,655000
90796,2,3,2.5,685000
8339,1,4,2,721000
5328,1.5,4,4.25,1.52E+06
219542,2,4,2.5,365000
8555,1,3,2,458000
12861,1,2,1,280000
3060,1,4,1.75,628000
6332,2,4,2.5,781500
7560,1,3,1.75,295000
2786,1,2,1,435000
7200,1,3,1.75,300000
4814,1,2,1,208500
11214,1,2,2.5,930000
3000,1,2,2,316000
6738,1,3,2,249900
4252,2,3,2.25,675000
4667,2,3,2.25,447000
3817,1.5,3,2,675000
1397,3,4,2.5,546000
1361,3,3,2,310000
5100,1,3,1,190000
8114,1,3,1.5,650000
2350,2,3,2.5,585000
7364,2,4,2.5,1.43E+06
12090,1,4,2.5,565000
6000,1.5,3,1,174900
1180,3,3,2.25,360000
9624,1,3,1,234000
15990,1,8,3,575000
5954,2,3,2.5,315000
7820,1,3,1,225000
14500,1,3,1.5,370000
3920,1,3,1,606000
7622,1,3,2,272500
3420,1,3,1.75,475000
13500,1,3,1,270000
9216,1,4,1.75,624000
7416,1.5,3,1.75,355000
3844,1,3,1,345000
7792,2,4,2.5,342000
98445,1.5,3,1.75,316000
37430,2,4,2.5,539950
6655,1,3,2,221347
4657,2,3,2.5,330000
13000,1,4,2.5,279000
3784,1.5,4,3,850000
12321,1,3,1.75,746000
1867,1,2,2,478000
4635,1.5,4,2.75,820000
6495,2,3,3.5,2.16E+06
38830,2,3,3,820000
22040,2,3,2,887000
20000,1,3,1,159000
4000,2,7,4.25,824000
5000,2,4,2.5,812000
11400,2,4,2.5,242000
8048,2,4,2.5,625000
30200,1.5,4,1,399888
6600,2,3,2.25,289000
12944,1,3,2,400000
26027,2,3,2.5,1.55E+06
4000,1,2,1,345000
4000,1,2,1,874950
4280,1,3,2.75,875000
32647,2,4,2.5,628990
5000,1,2,3.5,535000
9300,1,4,2.75,770126
8995,1,4,2.5,710000
4800,1,3,1.75,465000
11520,1,3,1.75,359000
5040,1,2,0.75,151000
9600,2,3,2.5,820000
6497,1,3,1.5,160000
5000,1.5,4,1.75,535000
9010,1,3,2.25,365000
5600,2,4,2.5,708000
7280,1,3,1,215000
18713,2,4,3.5,1.95E+06
22215,2,4,2.5,390000
5401,1,3,2,570000
13430,1,3,1.75,383000
5706,2,4,3,370000
12522,2,4,2.5,454000
32700,1,5,3.25,1.40E+06
10854,1,4,1.75,371000
10350,1,3,1.75,530000
9714,1,4,2.75,608000
7200,1,3,1.75,450000
14421,2,4,2.5,780000
52272,2,4,2.5,290000
14182,1,3,1.75,225000
38032,2,4,2.5,805000
15669,2,3,2.5,660000
13927,1,3,1.75,299000
1312,3,2,2.25,530000
4400,1,3,2.5,680000
12000,1,4,1.75,199900
6300,1,3,1.75,224000
8885,1,3,1.75,244000
3880,1,4,1.75,485000
7589,2,4,2.5,330000
1724,1.5,4,2,509000
7203,2,4,2.5,440000
8587,1,3,2,244000
4800,1,4,1.75,399700
2617,1.5,4,2.5,519000
9200,1,4,1,211000
7800,1,3,2.5,950000
2839,2,3,2.5,410000
5000,2,4,2,750000
2550,1,3,1,133400
6550,1,3,2,240000
2300,2,3,2.5,539000
292723,2,4,3,688000
5112,1,3,1.5,465000
12420,1,3,1.75,936000
9606,2,4,2.5,620000
9750,1,3,1.75,429950
4170,2,3,2.5,296475
9450,1,4,2,330000
11200,1,3,2.25,445000
4000,2,4,3.25,846000
5850,1,4,1.75,725000
7349,2,4,2.5,369000
16200,1,3,1.75,625000
4080,2,3,2,535000
6717,1,4,1.5,229950
6960,1,3,1.75,229999
4120,2,5,3.5,850000
35889,2,4,4.5,589900
4322,1,2,1,513000
8321,1,3,1,401000
2500,2,3,2.5,260000
26650,1,4,2.75,525000
11658,1,3,3.5,470000
8063,1,4,1.5,205000
7495,1,3,2.25,620000
5000,1,3,1.5,229000
6634,1,2,2,445000
7200,1,2,1,215000
4871,2,2,2.5,504975
10072,2,4,2.25,495000
8342,1,3,1,205000
6871,1,1,1,152275
8338,1,4,2.25,586000
7625,1,2,2.5,779950
11315,2,4,1.75,557000
7200,1,4,2.25,610000
7683,1.5,3,1.5,405000
7490,2,4,2.25,320000
3863,1,3,1,356000
4120,1.5,5,3,794500
9620,1,3,1.75,349000
88426,2,4,2.25,549000
10761,1,3,1,193000
7227,2,3,1.5,700000
6182,2,3,2.5,523000
20790,1,5,3.25,565000
5027,2,4,2.5,500000
4103,2,4,3.25,1.45E+06
68825,2,6,3.5,710000
9001,1,4,2,333000
6874,1,3,1.75,580000
8400,1,4,1.75,289950
4618,1,2,1,375000
10800,1.5,2,3,505000
6720,1,3,1.75,324950
10275,2,4,2.25,490000
6000,2,4,2,630000
22649,2,3,2.75,595000
6000,1,4,2,872500
5250,1,2,1,490000
27755,2,4,3.25,1.90E+06
8102,1,2,1,310000
92721,1,3,1,450000
12000,2,3,1.5,539000
38322,2,3,2.5,888550
8720,1,3,2.5,269950
20875,1,0,0,142000
9761,1,3,1.75,300000
24004,1,2,3.25,780000
20369,2,3,2.5,545000
9804,2,3,2.25,278000
2845,2,3,2.25,342000
9861,1,4,1.75,190000
948,3,2,1.5,387000
7480,2,3,2.25,279950
40164,2,6,4.5,550000
251341,2,3,2,439000
23507,1,3,2.25,774888
9500,1,5,2.5,480000
6960,1.5,4,2,835000
5400,2,5,3.5,1.50E+06
3760,1.5,4,2,771000
5800,1,4,2.25,1.23E+06
7290,1,4,2.5,600000
7424,1,3,1,305000
11340,1,5,1.75,1.39E+06
11652,1,3,1,216500
1219,2,3,2.5,370000
9786,1,4,1.75,492650
10609,1,5,1.75,431200
12048,2,4,2,277500
8712,1,5,1.5,278000
8400,1,4,1,351000
7089,2,4,3.5,850000
3600,1,2,2,885000
87120,1,3,2,399950
9262,1,3,1.75,185000
6000,1,5,3,440000
19798,2,4,3.25,2.40E+06
9961,1,3,2.25,299000
34500,1,3,1.75,299500
7506,1,3,1.5,420000
18000,1,4,1,234000
4800,1,2,1.75,540000
63162,2,4,2.5,649950
7912,1,3,1,330000
5960,2,4,3.25,840000
6922,2,3,2.5,370000
7700,1,3,1.5,410000
7200,1,2,1,257000
6710,1,3,1,350000
7560,1,2,1,380000
12402,1,3,1,344000
2550,3,3,2.5,488000
3880,1,3,1,465000
6625,1,2,1.75,229500
11250,2,5,3,445000
7110,1.5,4,1.5,246000
17240,1,5,2.5,545000
5672,2,4,2.5,518000
10016,2,4,2.5,565000
8558,2,4,2.5,445000
9799,1,5,2.5,968000
6324,1,3,2,725000
8400,1,3,1.75,315500
9211,1,4,1.75,487585
6000,1,2,1,246500
6000,1.5,3,1.75,819000
4229,2,5,2.5,349900
4700,1,3,1,267000
15000,1,3,2.25,480000
3360,1,2,1,525000
5415,2,4,2.5,578000
1547,3,3,2.5,345000
6250,1,3,1,499000
9680,1,3,1.5,425000
7510,2,4,3,268000
12566,1,3,1,240000
9606,1,3,1.5,147000
7806,1,4,2,500000
5400,1.5,4,2.75,1.01E+06
26895,2,4,3,991500
3838,1,5,2,510000
12081,2,4,4,1.98E+06
1870,2,4,2.5,484998
17398,2,4,3.5,1.28E+06
7617,2,3,1.75,210000
10720,1,2,1,450000
8286,1,4,1.75,875000
7500,1,4,2.75,529950
4000,1,3,1.75,415000
12970,1.5,4,2,590000
9144,1,3,1.5,379950
3570,1,1,1,385000
7620,2,3,1.75,588000
2191,1,2,1,252500
3174,2,3,3.5,530000
159865,1,2,1.5,385000
7650,1,3,2.25,419000
5508,1,2,1,175000
5664,1,2,1,515000
4680,1.5,4,2.5,945000
7420,1,5,2.25,359900
5164,2,4,2.5,419950
4000,1,3,1.75,460000
7151,2,3,2.25,255000
9500,1,4,1.75,481000
9500,1,4,1.75,719521
43560,2,3,3,1.08E+06
6080,1,4,2.5,334000
3200,1.5,4,2.75,675000
7437,1,3,1.75,556000
7200,2,4,2,900000
4084,1.5,3,1,400000
4340,1,4,1.75,724950
4500,2,4,2.25,321000
5800,2,4,3.5,1.36E+06
19672,1,4,2,171000
108900,2,4,3,1.36E+06
15037,1,3,1.75,323000
125452,1,4,1.75,491500
10890,1,4,1.5,226000
4000,1.5,6,1.75,580000
11259,2,4,2.5,640000
5097,1,3,1.75,619790
6998,2,4,2.5,383962
2445,1,3,2,373000
8123,2,3,2.5,541338
8160,1,2,1,254922
5000,1.5,3,2.25,575000
15535,1,4,3,650000
9547,1,3,1.5,269950
6250,1,2,1,270950
14861,1,3,2.75,495000
8556,1,4,2,794154
11200,1,3,1.5,340768
5413,1,2,1,375000
7000,2,4,2.5,820000
954,2,2,2.25,555000
1200,2,2,1.5,312500
4560,1.5,2,1,450000
6667,2,3,2.75,739000
1716,2,3,2,320000
13000,1.5,3,1,235000
5000,1.5,4,1,275500
4500,1,2,2,564000
8700,1.5,4,1.75,263000
18000,1,3,1.75,257000
218506,2,4,2.5,725000
7560,1,3,2.25,300000
7904,1.5,3,2,328000
8400,1,3,1,187500
5100,2,3,1,400000
5100,1,3,1.5,515000
18525,1,2,2,1.41E+06
8400,1,3,1,235000
4945,2,4,2.5,669000
13503,1.5,3,1,282000
3876,1,3,2,663000
5000,2,3,3.25,279900
7200,1,3,2,335000
10000,2,4,2.75,689000
231303,1,3,2.25,413100
4931,2,3,2.5,506950
1171,3,3,2.5,500000
9775,2,5,3,540000
4559,2,3,2.5,812000
19842,2,4,3.25,1.20E+06
35306,2,3,2.25,370000
23512,1,3,2,338000
6600,1,4,1,185000
35415,1,3,1,450000
6000,1,2,1,451000
24527,1.5,4,2.5,785000
5250,1.5,5,3,850000
18000,1,3,1,235000
6788,2,3,1.75,1.15E+06
1377,2,3,2.25,377500
11964,2,3,2.5,825500
3825,2,5,3.25,1.06E+06
8764,2,5,3.5,880000
4421,1,3,2,413800
1687,3,2,1.5,504200
5703,2,4,3,421500
5050,2,4,2.5,855169
3218,1,3,2,380000
1026,3,3,2.25,580000
5333,2,3,2.5,377000
4000,2,4,2.75,329900
7024,2,4,2.5,921800
905,3,3,2.25,529500
3712,2,4,2.5,363990
6500,2,5,2.75,834950
31550,1,3,2,399000
9495,1,3,2.25,338900
6000,2,3,2.5,419950
4270,2,4,2.5,493000
4500,2,4,2.5,650000
5205,2,3,2.5,456000
997,2.5,3,2.25,425000
2478,3,3,2.5,348000
7232,2,5,4,1.04E+06
1262,2,2,2.5,299000
9170,2,4,3.75,1.26E+06
6098,1,3,1,155000
4962,2,4,2.5,319500
2517,2,3,2.5,274000
4500,2,5,2.5,429000
1899,2,3,1.75,267800
8254,2,3,2.5,369950
18055,2,6,5,480000
4869,2,4,3.5,440000
4161,2,4,3.25,839704
1276,3,3,3.25,535000
1275,3,2,1.5,290000
1793,3,3,2.5,370000
651,3,3,2,405000
6019,2,4,2.75,499431
3868,2,4,2.5,275000
844,2,3,2.25,320000
4427,2,4,2.5,425000
2199,3,4,3.5,1.45E+06
5688,1,3,2,340000
2046,2,3,2.5,299900
12039,2,5,3.5,865950
17038,2,4,2.5,720000
3225,2,4,3.5,460000
2042,2,3,2.5,375000
1829,2,2,1.5,386180
5639,1,3,2.75,280000
4725,2,4,2.5,359000
11995,2,5,3.25,785000
1230,2,3,2.25,425000
7200,2,5,2.5,575000
144619,1,3,2.5,465000
10335,2,4,3.25,1.85E+06
10801,2,4,3.25,720000
5000,1,5,3.75,390000
10177,2,3,2.5,2.21E+06
3979,2,4,3.5,1.05E+06
14980,2,6,3.75,915000
1314,3,2,2.25,562000
1208,2,2,1.75,349000
7800,2,4,2.5,375000
1336,3,2,2.25,479950
5100,2,4,2.5,319000
1067,3,3,1.5,325000
8092,2,4,2.75,505657
4142,2,4,2.5,340000
6351,2,3,2.5,250000
4596,2,4,2.5,349500
865,2,3,2.5,290750
2356,2,5,3.25,715000
8433,2,4,2.75,689950
1263,3,2,2.5,425000
1281,3,2,3,657000
5564,2,4,3.5,359950
4276,2,4,2.75,319900
2050,2,3,3.75,532000
863,3,2,1,291000
1330,2,3,3.25,675000
6500,3,3,2.25,885000
9090,2,5,3.5,1.45E+06
10000,2,6,4.25,780000
7200,2,4,2.75,839950
1984,2.5,3,2.5,645000
3200,2,3,2.5,263000
1290,3,2,2.25,345000
5006,2,4,2.5,505000
1210,2,2,2.25,522500
4788,2,3,2.5,400000
949,3,3,2.25,543000
12075,1,4,2.5,495000
6587,2,4,3.5,549995
5720,2,3,2.5,327555
9075,2,5,3.25,690000
2875,2,4,2.25,673000
3906,2,3,2.5,384435
6500,2,4,2.75,780000
5042,2,5,3.75,1.38E+06
5081,2,5,3.5,950968
750,2,2,2.25,334950
1249,2,3,3.5,489000
8345,2,3,3,600000
915,2,3,2.25,282000
8485,2,4,4,442000
2850,2,2,1.5,220000
5598,2,3,2.5,489000
4339,2,3,1.5,250000
5000,2,4,2.75,484259
16972,2,3,2.5,1.68E+06
4357,2,3,2.5,450000
1276,2,2,1.5,299000
4557,2,3,2.5,450000
1286,2,4,3,585000
1680,3,3,2.25,660000
1333,2,2,1.5,301500
8258,2,4,3.75,949950
5760,2,4,2.5,759990
4000,2,4,2.75,355000
7242,2,4,2.75,889950
1984,2,3,2.5,629800
5100,2,4,2.5,745000
1331,2,2,1.5,379900
1139,2,3,2.5,335000
6324,2,5,4.5,809000
5899,2,4,2.5,569950
9263,2,4,3.5,723000
2552,2,4,2.5,282000
3873,2,5,3.25,569900
9716,1,4,2,385000
1075,3,3,2.25,420000
3452,2,3,3.25,2.25E+06
5335,2,4,3.5,1.21E+06
4460,2,4,3,292000
1023,3,3,2.25,645000
942,3,4,2,304500
5707,2,4,3.5,489500
11063,3,4,4,1.58E+06
1992,2,2,1,390000
4006,2,4,3.5,815000
10578,2,3,3.5,719000
4800,2,4,2.5,331210
1270,2,3,1.5,245000
7200,2,5,4,465000
1171,3,3,2.5,580000
1972,2.5,3,2,540000
1250,3,3,2.5,399000
5388,2,4,2.5,328000
5314,2,4,2.5,701000
4800,2,3,2.75,408000
16200,2,5,4.25,2.64E+06
930,2,3,2.5,445000
6651,2,4,2.5,672500
7014,2,3,2.5,538000
9497,2,5,3.5,450000
2700,2,3,2.5,362500
1551,3,3,2.5,414950
3939,2,3,2.5,679950
7292,2,4,2.5,290000
1174,2,3,2,230000
4666,1,2,2,439950
3723,2,4,2.5,349900
9272,2,5,2.5,550000
5750,2,4,4.25,1.05E+06
1851,2,2,2.25,655000
1540,2,3,3.5,385000
6110,2,6,4.5,729999
1282,3,3,2.25,523950
895,2,2,2.5,369000
2700,2,3,2.5,509900
5399,2,3,2.5,282000
4200,2,3,2.5,387865
6238,2,4,2.5,385000
6224,2,3,2.5,536000
1493,2,2,2.25,395000
6717,2,4,2.75,545000
7035,2,4,2.5,715000
2255,2,3,2.5,348000
1014,3,3,1.75,455000
7644,2,4,2.75,575000
1270,3,3,2.25,449950
2790,2,3,2.5,364000
6389,2,4,2.5,932990
4153,2,3,2.5,710000
7314,2,4,4,949990
4200,2,3,2.5,326989
4600,2,3,2.5,335606
8076,2,5,4.5,1.53E+06
3150,2,3,2.5,299950
5700,2,4,2.75,962000
1679,2,2,2.5,395825
4500,2,5,2.75,419354
7258,2,4,2.75,920000
1028,2,3,2.25,366000
5000,2,4,2.5,480000
915,2,3,3.25,388000
9520,2,4,3.5,2.32E+06
1290,2,3,2.5,730000
6000,2,5,3.75,950000
2171,2,3,3.25,358990
4120,2,4,2.5,398651
7891,2,4,2.5,530000
5562,2,4,2.5,610360
1235,3,3,2.5,436110
8014,2,4,2.75,925000
5244,2,4,2.5,449950
7399,2,4,2.5,760000
3481,2,3,2.25,293000
7665,1,2,2.5,695000
5136,2,3,2.5,285000
12042,2,5,4,1.26E+06
2791,2,3,2.5,379900
7412,2,5,2.5,472000
